book_id,goodreads_book_id,best_book_id,work_id,books_count,isbn,isbn13,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url,small_image_url
2887,30259,30259,477836,37,60788380,9780060788380.0,Kim Harrison,2007.0,For a Few Demons More ,"For a Few Demons More (The Hollows, #5)",en-US,4.33,44879,48461,1184,215,777,6181,16815,24473,https://images.gr-assets.com/books/1319592584m/30259.jpg,https://images.gr-assets.com/books/1319592584s/30259.jpg
2894,500503,500503,488611,10,189221301X,645573003012.0,Naoko Takeuchi,1992.0,美少女戦士セーラームーン 1 [Bishōjo Senshi Sailor Moon 1],"Sailor Moon, #1 (Sailor Moon, #1)",eng,4.29,34951,35192,391,996,1385,4754,7181,20876,https://images.gr-assets.com/books/1327981776m/500503.jpg,https://images.gr-assets.com/books/1327981776s/500503.jpg
2898,92121,92121,1383240,79,380014300,9780380014310.0,Roger Zelazny,1970.0,Nine Princes in Amber,Nine Princes in Amber (The Chronicles of Amber #1),en-US,4.1,37961,40090,1354,736,1990,7001,12982,17381,https://images.gr-assets.com/books/1416090973m/92121.jpg,https://images.gr-assets.com/books/1416090973s/92121.jpg
2901,421129,421129,2523603,38,042519485X,9780425194850.0,MaryJanice Davidson,2004.0,Undead and Unwed,"Undead and Unwed (Undead, #1)",en-US,3.81,45634,47820,2489,1524,3539,12154,15722,14881,https://images.gr-assets.com/books/1298768655m/421129.jpg,https://images.gr-assets.com/books/1298768655s/421129.jpg
2911,30248,30248,2644676,38,515133876,9780515133880.0,Laurell K. Hamilton,2001.0,"Narcissus in Chains (Anita Blake, Vampire Hunter, #10)","Narcissus in Chains (Anita Blake, Vampire Hunter, #10)",eng,3.89,46567,49456,1017,1601,4209,10920,14041,18685,https://images.gr-assets.com/books/1386179578m/30248.jpg,https://images.gr-assets.com/books/1386179578s/30248.jpg
2916,12476820,12476820,17461183,37,62071041,9780062071040.0,Dan Wells,2012.0,Partials,"Partials (Partials Sequence, #1)",en-US,3.94,42493,44946,4291,1114,2521,9279,16910,15122,https://images.gr-assets.com/books/1337468746m/12476820.jpg,https://images.gr-assets.com/books/1337468746s/12476820.jpg
2923,33457,33457,2915038,47,60735422,9780060735420.0,Christopher Moore,1992.0,Practical Demonkeeping,"Practical Demonkeeping (Pine Cove, #1)",en-US,3.81,33593,35844,1377,427,1898,10613,13910,8996,https://images.gr-assets.com/books/1429229158m/33457.jpg,https://images.gr-assets.com/books/1429229158s/33457.jpg
2930,1225621,1225621,1214135,29,60788704,9780060788700.0,Kim Harrison,2008.0,The Outlaw Demon Wails ,"The Outlaw Demon Wails (The Hollows, #6)",en-US,4.38,44119,47549,1088,149,596,5323,16276,25205,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2932,7728889,7728889,10501517,48,031612611X,9780316126110.0,Libba Bray,2012.0,The Diviners,"The Diviners (The Diviners, #1)",en-US,3.96,44513,48730,7351,1529,2761,9098,18094,17248,https://images.gr-assets.com/books/1336424966m/7728889.jpg,https://images.gr-assets.com/books/1336424966s/7728889.jpg
2935,537070,537070,2432390,45,043979143X,9780439791430.0,Suzanne Collins,2007.0,Gregor and the Code of Claw,"Gregor and the Code of Claw (Underland Chronicles, #5)",,4.25,33286,35387,1624,645,990,4751,11340,17661,https://images.gr-assets.com/books/1365854331m/537070.jpg,https://images.gr-assets.com/books/1365854331s/537070.jpg
2937,25102,25102,810826,33,1563890933,9781563890930.0,"Neil Gaiman, Shawn McManus, Colleen Doran, Bryan Talbot, George Pratt, Stan Woch, Dick Giordano, Todd Klein",1993.0,The Sandman: A Game of You,A Game of You (The Sandman #5),eng,4.43,37211,41935,1037,117,586,4105,13376,23751,https://images.gr-assets.com/books/1312279891m/25102.jpg,https://images.gr-assets.com/books/1312279891s/25102.jpg
2951,7263429,7263429,8342392,40,399254838,9780399254830.0,Andrea Cremer,2011.0,,Wolfsbane (Nightshade #2; Nightshade World #5),eng,4.12,41067,42770,2205,855,2169,7564,12756,19426,https://images.gr-assets.com/books/1323140262m/7263429.jpg,https://images.gr-assets.com/books/1323140262s/7263429.jpg
2955,13570854,13570854,19151084,37,451239350,9780451239360.0,J.R. Ward,2013.0,Lover at Last,"Lover at Last (Black Dagger Brotherhood, #11)",eng,4.3,45447,51967,5707,549,1718,6860,15095,27745,https://images.gr-assets.com/books/1339084717m/13570854.jpg,https://images.gr-assets.com/books/1339084717s/13570854.jpg
2956,10661081,10661081,15570344,7,159514451X,9781595144520.0,"Michelle Rowen, Richelle Mead",2011.0,,Vampire Academy: The Ultimate Guide (Vampire Academy),eng,4.45,32818,32921,206,734,978,3288,5688,22233,https://images.gr-assets.com/books/1327901152m/10661081.jpg,https://images.gr-assets.com/books/1327901152s/10661081.jpg
2968,833710,833710,1726608,46,743437314,9780743437320.0,D.J. MacHale,2002.0,The Merchant of Death,"The Merchant of Death (Pendragon, #1)",eng,3.93,38633,40104,1723,1135,2545,8772,13355,14297,https://images.gr-assets.com/books/1351196725m/833710.jpg,https://images.gr-assets.com/books/1351196725s/833710.jpg
2969,4703581,4703581,4767909,57,345497511,9780345497510.0,China Miéville,2009.0,The City & The City,The City & the City,eng,3.91,29577,37328,4285,688,2024,8155,15584,10877,https://images.gr-assets.com/books/1320475957m/4703581.jpg,https://images.gr-assets.com/books/1320475957s/4703581.jpg
2971,4345498,4345498,4393420,32,441017029,9780441017030.0,Ilona Andrews,2009.0,Magic Strikes,"Magic Strikes (Kate Daniels, #3)",eng,4.44,51165,55278,2573,264,624,4964,18124,31302,https://images.gr-assets.com/books/1221738233m/4345498.jpg,https://images.gr-assets.com/books/1221738233s/4345498.jpg
2974,7201913,7201913,7889455,39,446545244,9780446545240.0,James Patterson,2011.0,Angel,"Angel (Maximum Ride, #7)",en-US,4.02,39938,43494,1888,1259,2863,8237,12334,18801,https://images.gr-assets.com/books/1272836170m/7201913.jpg,https://images.gr-assets.com/books/1272836170s/7201913.jpg
2986,7933615,7933615,16003318,49,312594429,9780312594430.0,"P.C. Cast, Kristin Cast",2012.0,Hidden,"Hidden (House of Night, #10)",en-US,3.98,38594,42232,1990,1161,2920,8997,11649,17505,https://images.gr-assets.com/books/1340127630m/7933615.jpg,https://images.gr-assets.com/books/1340127630s/7933615.jpg
2987,11454587,11454587,15249128,34,1423121325,9781423121330.0,Rachel Hawkins,2012.0,Spell Bound,"Spell Bound (Hex Hall, #3)",eng,4.09,48116,50645,3799,596,2132,9995,17324,20598,https://images.gr-assets.com/books/1313010167m/11454587.jpg,https://images.gr-assets.com/books/1313010167s/11454587.jpg
2996,7896345,7896345,11137563,25,61797022,9780061797030.0,Kelley Armstrong,2011.0,The Gathering,"The Gathering (Darkness Rising, #1)",en-US,4.03,48722,50913,3153,736,2363,10676,17891,19247,https://images.gr-assets.com/books/1277820938m/7896345.jpg,https://images.gr-assets.com/books/1277820938s/7896345.jpg
2997,9833184,9833184,18752242,25,1595143203,9781595143200.0,Richelle Mead,2013.0,The Fiery Heart,"The Fiery Heart (Bloodlines, #4)",eng,4.39,49513,53804,4920,310,1020,5935,16768,29771,https://images.gr-assets.com/books/1383243238m/9833184.jpg,https://images.gr-assets.com/books/1383243238s/9833184.jpg
2998,6479550,6479550,6670775,26,441018521,9780441018530.0,Ilona Andrews,2010.0,Magic Bleeds,"Magic Bleeds (Kate Daniels, #4)",eng,4.46,50637,54376,2463,255,581,4663,17244,31633,https://images.gr-assets.com/books/1407110429m/6479550.jpg,https://images.gr-assets.com/books/1407110429s/6479550.jpg
3001,704043,704043,690332,53,553589377,9780553589380.0,Lara Adrian,2007.0,Kiss of Midnight,"Kiss of Midnight (Midnight Breed,  #1)",eng,3.93,48695,52656,2530,1473,3353,11458,17308,19064,https://images.gr-assets.com/books/1327884885m/704043.jpg,https://images.gr-assets.com/books/1327884885s/704043.jpg
3030,8718952,8718952,21984483,1,1595144331,9781595144330.0,Richelle Mead,2010.0,,"Vampire Academy Box Set (Vampire Academy, #1-4)",en-US,4.57,33015,33016,110,572,646,2343,5285,24170,https://images.gr-assets.com/books/1281267849m/8718952.jpg,https://images.gr-assets.com/books/1281267849s/8718952.jpg
3031,9395215,9395215,14278985,49,142998192X,9781429981930.0,Alyson Noel,2011.0,Everlasting,"Everlasting (The Immortals, #6)",eng,3.92,38185,40766,1683,1655,3321,8402,10599,16789,https://images.gr-assets.com/books/1362336387m/9395215.jpg,https://images.gr-assets.com/books/1362336387s/9395215.jpg
3032,17255435,17255435,23581869,25,1481280767,9781481280760.0,Bella Forrest,2012.0,,"A Shade of Vampire (A Shade of Vampire, #1)",eng,3.83,25526,42084,4335,1852,3395,9409,12867,14561,https://images.gr-assets.com/books/1358415528m/17255435.jpg,https://images.gr-assets.com/books/1358415528s/17255435.jpg
3036,33441,33441,1684116,32,006056668X,9780060566680.0,Christopher Moore,2003.0,"Fluke: Or, I Know Why the Winged Whale Sings","Fluke: Or, I Know Why the Winged Whale Sings",eng,3.73,32675,33997,1935,575,2584,10228,12515,8095,https://images.gr-assets.com/books/1168444068m/33441.jpg,https://images.gr-assets.com/books/1168444068s/33441.jpg
3052,213647,213647,1072532,25,786839171,9780786839180.0,Cinda Williams Chima,2006.0,The Warrior Heir,"The Warrior Heir (The Heir Chronicles, #1)",en-US,3.95,40346,41907,2807,744,2310,9379,15418,14056,https://images.gr-assets.com/books/1360575642m/213647.jpg,https://images.gr-assets.com/books/1360575642s/213647.jpg
3055,16791,16791,3138069,14,1852864982,9781852864990.0,"Neil Gaiman, Chris Bachalo, Mark Buckingham, Tori Amos",1993.0,Death: the High Cost of Living,Death: The High Cost of Living Collected,eng,4.21,34252,35481,454,717,1105,5387,11246,17026,https://images.gr-assets.com/books/1366407293m/16791.jpg,https://images.gr-assets.com/books/1366407293s/16791.jpg
3063,210329,210329,1530651,96,1416949658,9781416949660.0,Susan Cooper,1973.0,The Dark Is Rising,"The Dark Is Rising (The Dark is Rising, #2)",eng,4.07,39881,43237,1807,851,2090,8199,14295,17802,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3073,6919272,6919272,7146989,68,3401063472,9783401063480.0,Kerstin Gier,2010.0,Saphirblau,"Saphirblau (Edelstein-Trilogie, #2)",ger,4.19,25767,53718,4359,360,1569,8515,20563,22711,https://images.gr-assets.com/books/1327251290m/6919272.jpg,https://images.gr-assets.com/books/1327251290s/6919272.jpg
3075,7619292,7619292,10090991,43,759529434,9780759529430.0,"Young Kim, Stephenie Meyer",2010.0,Twilight: The Graphic Novel,"Twilight: The Graphic Novel, Vol. 1 (Twilight: The Graphic Novel, #1)",en-US,3.74,37292,38329,1915,3745,3298,7559,8272,15455,https://images.gr-assets.com/books/1317294278m/7619292.jpg,https://images.gr-assets.com/books/1317294278s/7619292.jpg
3082,25105,25105,40666827,29,1563891379,9781563891370.0,"Neil Gaiman, Jill Thompson, Vince Locke, Peter Straub",1994.0,The Sandman: Brief Lives,Brief Lives (The Sandman #7),eng,4.55,36487,40495,936,159,344,2757,11185,26050,https://images.gr-assets.com/books/1339922078m/25105.jpg,https://images.gr-assets.com/books/1339922078s/25105.jpg
3083,3934321,3934321,3979878,61,61720771,9780061720770.0,L.J. Smith,2009.0,The Return: Nightfall,"Nightfall (The Vampire Diaries: The Return, #1)",en-US,3.57,40213,44297,1651,3057,5863,11610,10507,13260,https://images.gr-assets.com/books/1347414391m/3934321.jpg,https://images.gr-assets.com/books/1347414391s/3934321.jpg
3086,25106,25106,181895,36,1563891069,9781563891070.0,"Neil Gaiman, Bryan Talbot, Stan Woch, P. Craig Russell, Shawn McManus, John Watkiss, Jill Thompson, Duncan Eagleson, Kent Williams, Todd Klein",1990.0,The Sandman: Fables and Reflections,Fables and Reflections (The Sandman #6),eng,4.45,35930,40028,892,116,413,3743,12737,23019,https://images.gr-assets.com/books/1311961999m/25106.jpg,https://images.gr-assets.com/books/1311961999s/25106.jpg
3087,17199504,17199504,19248070,71,1620401398,9781620401390.0,Samantha Shannon,2013.0,The Bone Season,"The Bone Season (The Bone Season, #1)",eng,3.75,27652,42533,6748,1624,3738,10112,15207,11852,https://images.gr-assets.com/books/1421412990m/17199504.jpg,https://images.gr-assets.com/books/1421412990s/17199504.jpg
3095,6339989,6339989,10954714,8,1595142711,9781595142720.0,Richelle Mead,2009.0,Vampire Academy Collection,"Vampire Academy Collection (Vampire Academy, #1-3)",,4.61,30166,30509,182,285,426,2082,5168,22548,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3103,22522808,22522808,41947380,40,62330268,9780062330260.0,Neil Gaiman,2015.0,Trigger Warning: Short Fictions and Disturbances,Trigger Warning: Short Fictions and Disturbances,eng,3.92,29215,36263,4380,743,1738,7795,15225,10762,https://images.gr-assets.com/books/1415036119m/22522808.jpg,https://images.gr-assets.com/books/1415036119s/22522808.jpg
3105,1811543,1811543,1810889,33,441015832,9780441015830.0,Ilona Andrews,2008.0,Magic Burns,"Magic Burns (Kate Daniels, #2)",en-US,4.33,50899,55367,2651,253,757,6689,20587,27081,https://images.gr-assets.com/books/1311280284m/1811543.jpg,https://images.gr-assets.com/books/1311280284s/1811543.jpg
3113,8205669,8205669,11083239,28,312652917,9780312652910.0,Janet Evanovich,2009.0,Wicked Appetite,"Wicked Appetite (Lizzy & Diesel, #1)",en-US,3.77,38918,42639,4033,1202,3495,11614,14082,12246,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3115,14384,14384,16422,52,1416509879,9781416509880.0,Kresley Cole,2006.0,A Hunger Like No Other,A Hunger Like No Other (Immortals After Dark #2),eng,4.21,49298,53312,2666,826,1858,8086,17040,25502,https://images.gr-assets.com/books/1357616154m/14384.jpg,https://images.gr-assets.com/books/1357616154s/14384.jpg
3121,9462812,9462812,10280032,32,62004018,9780062004020.0,Amy Plum,2011.0,Die for Me,"Die for Me (Revenants, #1)",eng,4.0,45756,48246,4319,1373,3235,9396,14472,19770,https://images.gr-assets.com/books/1358427893m/9462812.jpg,https://images.gr-assets.com/books/1358427893s/9462812.jpg
3128,43782,43782,43191,57,009947137X,9780099471370.0,Anne Rice,1989.0,The Mummy,The Mummy (Ramses the Damned #1),eng,3.81,34795,38317,850,812,3206,10236,12090,11973,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3147,22443261,22443261,15035866,38,,,Brandon Sanderson,2013.0,The Rithmatist ,"The Rithmatist (The Rithmatist, #1)",eng,4.25,15977,36047,4864,156,652,4730,15170,15339,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3165,6421588,6421588,6610807,33,61284475,9780061284470.0,Claudia Gray,2010.0,,"Hourglass (Evernight, #3)",eng,3.8,38662,40594,1376,1330,3531,10607,11786,13340,https://images.gr-assets.com/books/1306377308m/6421588.jpg,https://images.gr-assets.com/books/1306377308s/6421588.jpg
3166,139417,139417,3341459,55,345490657,9780345490650.0,Laurell K. Hamilton,2000.0,"A Kiss of Shadows (Merry Gentry, #1)","A Kiss of Shadows (Merry Gentry, #1)",eng,4.01,42358,46913,1604,1250,2878,9177,14421,19187,https://images.gr-assets.com/books/1486707201m/139417.jpg,https://images.gr-assets.com/books/1486707201s/139417.jpg
3175,2029927,2029927,2313023,53,553807056,9780553807060.0,Dean Koontz,2008.0,Odd Hours,"Odd Hours (Odd Thomas, #4)",eng,3.92,32880,36362,2036,422,2088,9027,13099,11726,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3176,261122,261122,253091,47,451220897,9780451220900.0,Rachel Caine,2007.0,The Dead Girls' Dance,"The Dead Girls' Dance (The Morganville Vampires, #2)",eng,4.06,46247,49499,1758,736,2273,10253,16301,19936,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3179,385706,385706,860418,53,439656249,9780439656240.0,Suzanne Collins,2005.0,Gregor and the Curse of the Warmbloods,"Gregor and the Curse of the Warmbloods (Underland Chronicles, #3)",eng,4.2,31854,34501,1280,375,813,5632,12527,15154,https://images.gr-assets.com/books/1397852674m/385706.jpg,https://images.gr-assets.com/books/1397852674s/385706.jpg
3183,2498983,2498983,2506307,55,373772327,9780373772320.0,Gena Showalter,2008.0,The Darkest Kiss,The Darkest Kiss (Lords of the Underworld #2),eng,4.26,43594,45469,1597,392,1360,6628,14616,22473,https://images.gr-assets.com/books/1399691671m/2498983.jpg,https://images.gr-assets.com/books/1399691671s/2498983.jpg
3185,9761771,9761771,14651123,22,983157227,9780983157230.0,Jennifer L. Armentrout,2012.0,Pure,"Pure (Covenant, #2)",eng,4.34,44665,47501,3098,456,1114,5539,15220,25172,https://images.gr-assets.com/books/1296780419m/9761771.jpg,https://images.gr-assets.com/books/1296780419s/9761771.jpg
3188,9595620,9595620,14482655,28,345522486,9780345522480.0,Kevin Hearne,2011.0,Hammered,"Hammered (The Iron Druid Chronicles, #3)",eng,4.22,33950,38123,1861,169,921,5796,14889,16348,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3189,14383,14383,1097825,39,1416509887,9781416509880.0,Kresley Cole,2006.0,No Rest for the Wicked,No Rest for the Wicked (Immortals After Dark #3),en-CA,4.3,42026,44844,1388,243,1065,6113,14784,22639,https://images.gr-assets.com/books/1357615569m/14383.jpg,https://images.gr-assets.com/books/1357615569s/14383.jpg
3201,6388558,6388558,6576853,24,,,Kresley Cole,2006.0,The Warlord Wants Forever,The Warlord Wants Forever (Immortals After Dark #1),eng,4.09,42767,45294,1611,1131,2249,7998,13831,20085,https://images.gr-assets.com/books/1254801341m/6388558.jpg,https://images.gr-assets.com/books/1254801341s/6388558.jpg
3215,2299110,2299110,3202442,31,312362153,9780312362160.0,Sherrilyn Kenyon,2008.0,"Acheron (Dark-Hunter, #15) - Part 1",Acheron (Dark-Hunter #14),en-US,4.59,44623,47736,3240,441,840,3238,8823,34394,https://images.gr-assets.com/books/1437687512m/2299110.jpg,https://images.gr-assets.com/books/1437687512s/2299110.jpg
3218,3657138,3657138,3700340,45,1416953582,9781416953590.0,Lisa McMann,2009.0,Fade,"Fade (Wake, #2)",eng,3.95,42540,44487,2316,783,2782,10371,14608,15943,https://images.gr-assets.com/books/1293805966m/3657138.jpg,https://images.gr-assets.com/books/1293805966s/3657138.jpg
3220,3165162,3165162,3197005,5,1423113497,9781423113490.0,Rick Riordan,2008.0,Percy Jackson and the Olympians Boxed Set,"Percy Jackson and the Olympians (Percy Jackson and the Olympians, #1-3)",eng,4.58,32496,33031,509,286,418,2411,6699,23217,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3226,11401915,11401915,16334474,28,62113933,9780062113930.0,"L.J. Smith, Kevin Williamson, Julie Plec",2011.0,The Ripper,"The Ripper (The Vampire Diaries: Stefan's Diaries, #4)",,4.22,27432,27795,172,890,1389,4250,5400,15866,https://images.gr-assets.com/books/1314846147m/11401915.jpg,https://images.gr-assets.com/books/1314846147s/11401915.jpg
3241,22299763,22299763,42090179,29,,,Leigh Bardugo,2016.0,Crooked Kingdom,"Crooked Kingdom (Six of Crows, #2)",eng,4.62,44289,54160,10047,158,392,2732,13092,37786,https://images.gr-assets.com/books/1456172607m/22299763.jpg,https://images.gr-assets.com/books/1456172607s/22299763.jpg
3249,15704486,15704486,21366542,35,385743602,9780385743600.0,Brandon Sanderson,2016.0,Calamity,"Calamity (The Reckoners, #3)",eng,4.2,27146,33909,3310,93,680,5383,14098,13655,https://images.gr-assets.com/books/1437098338m/15704486.jpg,https://images.gr-assets.com/books/1437098338s/15704486.jpg
3254,74731,74731,4116777,54,60842350,9780060842350.0,Christopher Moore,2004.0,The Stupidest Angel: A Heartwarming Tale of Christmas Terror,"The Stupidest Angel: A Heartwarming Tale of Christmas Terror (Pine Cove, #3)",en-US,3.82,32000,34999,2641,785,2421,9087,12713,9993,https://images.gr-assets.com/books/1331320721m/74731.jpg,https://images.gr-assets.com/books/1331320721s/74731.jpg
3260,13402447,13402447,18634320,11,,,Chanda Hahn,2011.0,UnEnchanted,"UnEnchanted (An Unfortunate Fairy Tale, #1)",eng,3.89,35287,35716,3458,976,2591,8277,11482,12390,https://images.gr-assets.com/books/1327819697m/13402447.jpg,https://images.gr-assets.com/books/1327819697s/13402447.jpg
3265,28866,28866,2609827,42,843955287,9780843955290.0,Christine Feehan,1999.0,Dark Prince,"Dark Prince (Dark, #1)",eng,4.01,38879,42434,2077,1831,2802,7349,11509,18943,https://images.gr-assets.com/books/1405352801m/28866.jpg,https://images.gr-assets.com/books/1405352801s/28866.jpg
3269,24499258,24499258,44094715,37,812998685,9780812998690.0,David Mitchell,2015.0,Slade House,Slade House,eng,3.82,24898,31410,4629,544,1624,7871,14209,7162,https://images.gr-assets.com/books/1446777435m/24499258.jpg,https://images.gr-assets.com/books/1446777435s/24499258.jpg
3271,2321296,2321296,2327820,46,006121468X,9780061214680.0,Melissa Marr,2008.0,"Ink Exchange (Wicked Lovely, #2)","Ink Exchange (Wicked Lovely, #2)",eng,3.68,48264,50916,2861,1521,5439,14688,15408,13860,https://images.gr-assets.com/books/1275693727m/2321296.jpg,https://images.gr-assets.com/books/1275693727s/2321296.jpg
3275,8,8,21457576,11,439682584,9780439682590.0,"J.K. Rowling, Mary GrandPré",2003.0,,"Harry Potter Boxed Set, Books 1-5 (Harry Potter, #1-5)",eng,4.77,33220,33424,156,317,233,978,3686,28210,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3281,20578940,20578940,19205879,69,545522250,9780545522250.0,"Holly Black, Cassandra Clare",2014.0,The Iron Trial,"The Iron Trial (Magisterium, #1)",eng,3.95,33510,41273,5202,1463,2108,8229,14840,14633,https://images.gr-assets.com/books/1396560808m/20578940.jpg,https://images.gr-assets.com/books/1396560808s/20578940.jpg
3289,263147,263147,255085,26,60093366,9780060093360.0,Ellen Schreiber,2003.0,Vampire Kisses,"Vampire Kisses (Vampire Kisses, #1)",en-US,3.69,43323,44598,2082,2613,5117,11246,10281,15341,https://images.gr-assets.com/books/1345950574m/263147.jpg,https://images.gr-assets.com/books/1345950574s/263147.jpg
3309,7779059,7779059,10351697,17,045146365X,9780451463650.0,Jim Butcher,2010.0,Side Jobs: Stories From The Dresden Files,"Side Jobs: Stories from the Dresden Files (The Dresden Files, #12.5)",eng,4.23,33738,37329,1680,69,515,5726,15346,15673,https://images.gr-assets.com/books/1269115846m/7779059.jpg,https://images.gr-assets.com/books/1269115846s/7779059.jpg
3313,2595138,2595138,3149511,68,385524943,9780385524940.0,Andrew Davidson,2008.0,The Gargoyle,The Gargoyle,eng,3.96,32699,37446,5069,1096,2464,7113,12851,13922,https://images.gr-assets.com/books/1368598513m/2595138.jpg,https://images.gr-assets.com/books/1368598513s/2595138.jpg
3316,176327,176327,1142385,36,810959259,9780810959260.0,"Michael Buckley, Peter Ferguson",2005.0,The Fairy-Tale Detectives,"The Fairy-Tale Detectives (The Sisters Grimm, #1)",en-US,4.01,38655,40754,2869,896,2005,8726,13385,15742,https://images.gr-assets.com/books/1349272153m/176327.jpg,https://images.gr-assets.com/books/1349272153s/176327.jpg
3319,284440,284440,909082,77,61231150,9780061231160.0,"Derek Landy, Tom Percival",2007.0,Skulduggery Pleasant,"Skulduggery Pleasant (Skulduggery Pleasant, #1)",eng,4.21,32785,38882,3119,561,1362,5927,12525,18507,https://images.gr-assets.com/books/1334279051m/284440.jpg,https://images.gr-assets.com/books/1334279051s/284440.jpg
3325,7557548,7557548,9910828,3,552144320,9780552144320.0,"Terry Pratchett, Stephen Briggs",1997.0,,Men at Arms: The Play,eng,4.39,28503,28536,51,79,257,3214,9999,14987,https://images.gr-assets.com/books/1353573652m/7557548.jpg,https://images.gr-assets.com/books/1353573652s/7557548.jpg
3326,5212771,5212771,5280008,38,451227190,9780451227200.0,Rachel Caine,2009.0,Carpe Corpus,"Carpe Corpus (The Morganville Vampires, #6)",eng,4.21,41536,43570,937,452,1381,7418,13655,20664,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3330,30260,30260,2346717,38,60788194,9780060788190.0,Kim Harrison,2006.0,A Fistful of Charms,"A Fistful of Charms (The Hollows, #4)",eng,4.28,43181,46272,1168,193,900,6612,16441,22126,https://images.gr-assets.com/books/1348805978m/30260.jpg,https://images.gr-assets.com/books/1348805978s/30260.jpg
3332,12813630,12813630,17962903,30,316213101,9780316213100.0,Holly Black,2013.0,The Coldest Girl in Coldtown,The Coldest Girl in Coldtown,eng,3.86,37682,40976,6279,1253,2891,9233,14556,13043,https://images.gr-assets.com/books/1367312471m/12813630.jpg,https://images.gr-assets.com/books/1367312471s/12813630.jpg
3336,2295829,2295829,2302138,41,451224639,9780451224640.0,Rachel Caine,2008.0,Feast of Fools,"Feast of Fools (The Morganville Vampires, #4)",eng,4.17,43435,45953,1227,446,1547,8457,14841,20662,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3339,7005865,7005865,7250253,51,1423128192,9781423128200.0,Eoin Colfer,2010.0,The Atlantis Complex,"The Atlantis Complex (Artemis Fowl, #7)",en-US,3.97,39307,42321,1675,636,2476,9661,14456,15092,https://images.gr-assets.com/books/1274866326m/7005865.jpg,https://images.gr-assets.com/books/1274866326s/7005865.jpg
3340,43781,43781,2925968,54,345422406,9780345422410.0,Anne Rice,2000.0,Merrick,Merrick (The Vampire Chronicles #7),eng,3.71,32734,34850,510,738,3019,10610,11690,8793,https://images.gr-assets.com/books/1170230458m/43781.jpg,https://images.gr-assets.com/books/1170230458s/43781.jpg
3341,18739426,18739426,26616838,21,,,Brandon Sanderson,2016.0,The Bands of Mourning,"The Bands of Mourning (Mistborn, #6)",eng,4.45,28866,33232,2379,42,249,2519,12186,18236,https://images.gr-assets.com/books/1450134973m/18739426.jpg,https://images.gr-assets.com/books/1450134973s/18739426.jpg
3347,12558285,12558285,17562095,22,1419704281,9781419704280.0,A.G. Howard,2013.0,Splintered,"Splintered (Splintered, #1)",eng,3.96,37225,41708,6562,1634,2907,7663,12796,16708,https://images.gr-assets.com/books/1340134213m/12558285.jpg,https://images.gr-assets.com/books/1340134213s/12558285.jpg
