goodreads_book_id,tag_id,count
30240,25818,16
30240,17689,16
30240,5090,15
30240,10824,15
30240,11388,15
30240,22977,15
30240,13890,15
30240,26897,14
30240,23037,14
30240,3377,14
30240,22979,14
30240,6122,13
30240,26163,13
30240,13792,13
30240,11550,12
30240,26842,12
30240,22991,12
30240,11369,12
30240,1671,12
30240,19807,12
30240,11497,11
30240,10093,11
30240,13889,11
30241,31617,1118
30241,31745,1005
30241,22973,877
30241,11305,840
30241,30574,753
30241,2602,492
30241,31723,436
30241,26138,402
30241,17694,399
30241,14821,384
30241,22983,367
30241,11557,331
30241,11743,327
30241,27199,302
30241,8717,273
30241,29011,240
30241,22743,183
30241,20939,178
30241,32345,165
30241,1642,138
30241,5207,137
30241,27613,130
30241,9221,120
30241,2603,116
30241,27473,108
30241,33268,104
30241,18886,101
30241,2604,79
30241,10825,68
30241,11124,59
30241,10197,54
30241,3389,53
30241,31756,53
30241,26785,52
30241,18045,51
30241,23796,50
30241,2600,50
30241,10210,48
30241,8055,47
30241,32341,44
30241,20774,42
30241,17213,42
30241,15169,40
30241,4751,40
30241,22753,35
30241,13888,35
30241,13794,34
30241,22977,34
30241,20849,33
30241,1659,33
30241,8938,32
30241,17692,32
30241,13890,32
30241,3392,31
30241,3371,30
30241,8922,30
30241,9336,29
30241,22944,29
30241,11388,29
30241,22173,29
30241,31727,29
30241,27611,28
30241,5090,27
30241,13150,27
30241,26897,26
30241,17689,26
30241,25147,25
30241,8517,25
30241,1540,25
30241,31614,25
30241,11855,25
30241,31417,25
30241,32339,25
30241,32623,24
30241,29076,24
30241,32686,24
30241,6604,24
30241,27472,24
30241,11370,23
30241,14064,23
30241,12940,23
30241,26771,23
30241,22979,23
30241,2605,23
30241,20255,23
30241,22689,22
30241,30358,22
30241,4665,22
30241,21256,22
30241,5639,22
30241,24960,21
30241,10094,21
30241,26837,21
30241,10817,21
30241,11366,21
30241,11136,21
30241,31732,21
30241,11590,20
30241,27927,20
30241,23037,19
30242,31745,939
30242,30574,859
30242,17694,402
30242,26138,385
30242,22983,345
30242,11557,303
30242,11743,287
30242,27199,281
30242,29011,201
30242,22743,176
30242,32345,159
30242,1642,126
30242,20939,124
30242,5207,123
30242,9221,117
30242,2603,115
30242,27473,109
30242,31617,96
30242,18886,92
30242,8717,89
30242,10825,86
30242,2604,79
30242,33268,72
30242,11305,68
30242,22973,51
30242,26785,47
30242,31756,47
30242,23796,47
30242,18045,45
30242,10197,45
30242,17213,43
30242,2600,43
30242,10210,42
30242,2602,41
30242,32341,40
30242,20774,39
30242,15169,39
30242,29076,38
30242,27611,35
30242,22753,34
30242,13888,34
30242,4751,34
30242,17692,33
30242,8922,32
30242,22977,32
30242,13794,31
30242,13890,31
30242,20849,30
30242,8938,30
30242,31727,30
30242,32339,28
30242,22944,27
30242,11388,26
30242,22173,26
30242,21256,26
30242,1540,24
30242,31614,24
30242,13363,24
30242,17689,24
30242,11370,23
30242,5090,23
30242,10094,23
30242,22979,23
30242,27472,23
30242,12940,22
30242,26771,22
30242,11855,22
30242,31417,22
30242,10995,22
30242,24960,21
30242,32623,21
30242,22689,21
30242,3371,21
30242,26897,21
30242,25147,21
30242,26837,21
30242,31723,21
30242,6604,21
30242,2450,21
30242,14064,20
30242,10817,20
30242,2605,20
30242,11550,19
30242,27975,19
30242,4665,19
30242,18459,19
30242,30521,18
30242,11366,18
30242,11590,17
30242,23037,17
30242,22991,17
30242,31732,17
30242,27535,16
30242,30358,16
30242,22034,15
30242,6122,15
30242,27470,15
30242,1671,15
30242,27203,15
30242,14821,14
30243,30574,1492
30243,11305,722
30243,31617,537
30243,22973,467
30243,26138,325
30243,22983,304
30243,17694,264
30243,11124,203
30243,11557,194
30243,27199,151
30243,11743,149
30243,10825,138
30243,19821,137
30243,22743,132
30243,29011,119
30243,9221,104
30243,11130,103
30243,19808,103
30243,5207,97
30243,1642,92
30243,18886,89
30243,11136,87
30243,8717,74
30243,14821,54
30243,17693,51
30243,26785,47
30243,19809,45
30243,18045,41
30243,13888,40
30243,11128,40
30243,20939,36
30243,11709,36
30243,17213,33
30243,19822,32
30243,23796,30
30243,8938,29
30243,19775,28
30243,15169,27
30243,20774,26
30243,3389,25
30243,3371,25
30243,10817,25
30243,11141,24
30243,24960,23
30243,3392,23
30243,10210,23
30243,1659,23
30243,8055,22
30243,27975,22
30243,31614,22
30243,22753,21
30243,17692,21
30243,25818,20
30243,14064,19
30243,9336,19
30243,32686,19
30243,24357,19
30243,15757,19
30243,27927,19
30243,18459,19
30243,10094,18
30243,13794,17
30243,13890,17
30243,19807,17
30243,20849,16
30243,12940,16
30243,31745,16
30243,10824,16
30243,31417,16
30243,11370,15
30243,13049,15
30243,26897,14
30243,23037,14
30243,22944,14
30243,11369,14
30243,17689,14
30243,5090,13
30243,11550,13
30243,6122,13
30243,22689,12
30243,27535,12
30243,10093,12
30243,3377,12
30243,13962,12
30243,13792,12
30243,22979,12
30243,32586,11
30243,26771,11
30243,11388,11
30243,22977,11
30243,1671,11
30243,17691,11
30243,30521,10
30243,17217,10
30243,25148,10
30243,8922,10
30243,27368,10
30243,22991,10
30243,11133,10
30243,11406,10
30244,30574,7897
30244,31617,1081
30244,31745,970
30244,22973,839
30244,11305,779
30244,2602,478
30244,31723,413
30244,17694,402
30244,26138,401
30244,22983,372
30244,11557,355
30244,14821,330
30244,11743,303
30244,27199,274
30244,8717,258
30244,29011,220
30244,32345,180
30244,22743,178
30244,20939,153
30244,1642,135
30244,27613,126
30244,9221,123
30244,5207,122
30244,27473,114
30244,2603,111
30244,18886,101
30244,33268,89
30244,10825,82
30244,2604,81
30244,3389,54
30244,23796,52
30244,26785,51
30244,10197,51
30244,31756,51
30244,17213,47
30244,32341,47
30244,18045,43
30244,10210,42
30244,20774,39
30244,22753,36
30244,29076,36
30244,13888,35
30244,13890,35
30244,1659,34
30244,22977,34
30244,13794,33
30244,17692,33
30244,15169,32
30244,27611,32
30244,2600,32
30244,31727,31
30244,32339,31
30244,8938,29
30244,3392,28
30244,32623,28
30244,8055,28
30244,22944,28
30244,11388,28
30244,9336,27
30244,20849,26
30244,26897,26
30244,32686,26
30244,31614,26
30244,22173,25
30244,8517,24
30244,17689,24
30244,5090,23
30244,25147,23
30244,26771,23
30244,10817,23
30244,11590,22
30244,3371,22
30244,27927,22
30244,31417,22
30244,4665,22
30244,2605,22
30244,24960,21
30244,11370,21
30244,22689,21
30244,14064,21
30244,10094,21
30244,1540,21
30244,11366,21
30244,22979,21
30244,27472,21
30244,4751,21
30244,21256,21
30244,23037,19
30244,26837,19
30244,22991,19
30244,22034,18
30244,21815,18
30244,31732,18
30244,18459,18
30244,11550,17
30244,1671,17
30244,27535,16
30244,18668,16
30244,8922,16
30244,25146,16
30245,30574,1384
30245,31617,799
30245,31745,770
30245,22973,658
30245,11305,575
30245,2602,450
30245,17694,394
30245,26138,319
30245,22983,313
30245,31723,307
30245,8717,253
30245,14821,247
30245,11743,243
30245,11557,234
30245,27199,211
30245,29011,162
30245,22743,153
30245,32345,133
30245,5207,127
30245,9221,119
30245,2603,111
30245,27613,107
30245,1642,106
30245,10825,106
30245,27473,95
30245,18886,79
30245,2604,79
30245,20939,71
30245,33268,53
30245,10197,49
30245,18045,46
30245,17213,43
30245,10210,40
30245,26785,39
30245,20774,38
30245,15169,38
30245,31756,38
30245,23796,37
30245,3389,35
30245,13888,33
30245,2600,32
30245,22753,29
30245,10817,29
30245,13794,29
30245,27611,29
30245,17692,28
30245,13890,28
30245,20849,27
30245,32341,27
30245,11388,26
30245,22173,26
30245,8055,24
30245,8938,24
30245,17689,24
30245,14064,23
30245,4751,23
30245,3392,22
30245,12940,22
30245,22977,22
30245,31727,22
30245,27472,22
30245,32339,22
30245,2605,22
30245,26771,21
30245,5090,20
30245,8517,20
30245,10094,20
30245,1659,20
30245,11370,19
30245,11550,19
30245,21256,19
30245,32623,18
30245,6122,18
30245,18459,18
30245,30521,17
30245,1540,17
30245,22944,17
30245,27975,17
30245,31417,17
30245,22979,17
30245,24960,16
30245,26897,16
30245,25147,16
30245,31614,16
30245,22991,16
30245,31719,16
30245,4665,16
30245,27203,16
30245,26842,15
30245,23037,15
30245,11366,15
30245,19775,15
30245,3371,14
30245,25148,14
30245,26163,14
30245,31732,14
30245,1671,14
30245,22034,13
30245,27535,13
30245,21815,13
30246,30574,7403
30246,31617,989
30246,31745,893
30246,22973,764
30246,11305,702
30246,2602,482
30246,17694,396
30246,31723,387
30246,26138,366
30246,22983,350
30246,14821,309
30246,11557,294
30246,11743,276
30246,8717,260
30246,27199,256
30246,29011,184
30246,32345,176
30246,22743,172
30246,20939,134
30246,1642,127
30246,27613,126
30246,5207,121
30246,27473,118
30246,2603,114
30246,9221,112
30246,18886,91
30246,10825,82
30246,2604,77
30246,33268,63
30246,26785,51
30246,3389,47
30246,10197,46
30246,18045,45
30246,17213,44
30246,20774,43
30246,23796,43
30246,10210,42
30246,31756,41
30246,15169,40
30246,32341,40
30246,29076,38
30246,13888,35
30246,2600,34
30246,22753,33
30246,17692,33
30246,8938,32
30246,27611,32
30246,13794,31
30246,13890,31
30246,3392,30
30246,9336,30
30246,20849,29
30246,9277,29
30246,11388,29
30246,31727,29
30246,32623,27
30246,32686,27
30246,17689,27
30246,21256,27
30246,22977,26
30246,8055,25
30246,8517,25
30246,10094,25
30246,1540,25
30246,4751,25
30246,10817,24
30246,5090,23
30246,1659,23
30246,26771,23
30246,22944,23
30246,27472,23
30246,32339,23
30246,26897,22
30246,27927,22
30246,25147,21
30246,31417,21
30246,3371,20
30246,14064,20
30246,12940,20
30246,8922,20
30246,27975,20
30246,22173,20
30246,22979,20
30246,11370,19
30246,27535,19
30246,31614,19
30246,2605,19
30246,24960,18
30246,22689,18
30246,11550,18
30246,11366,18
30246,18459,18
30246,23037,17
30246,3377,17
30246,31732,17
30246,4665,17
30246,30358,16
30246,22991,16
30246,27470,16
30246,27203,16
30248,31617,886
30248,31745,817
30248,30574,810
30248,22973,720
30248,11305,624
30248,2602,457
30248,26138,353
30248,31723,325
30248,22983,318
30248,8717,309
30248,11557,272
30248,11743,267
30248,14821,261
30248,27199,208
30248,22743,162
30248,29011,162
30248,32345,147
30248,5207,129
30248,1642,124
30248,27613,116
30248,9221,114
30248,10825,113
30248,2603,111
30248,27473,109
30248,20939,85
30248,18886,84
30248,2604,80
30248,33268,49
30248,17213,48
30248,2600,46
30248,26785,45
30248,10197,43
30248,18045,42
30248,8055,41
30248,10210,41
30248,31756,41
30248,15169,39
30248,23796,39
30248,20774,38
30248,13888,34
30248,4751,34
30248,22753,31
30248,13890,31
30248,32341,30
30248,27611,29
30248,3389,28
30248,10817,28
30248,11388,28
30248,20849,27
30248,17692,27
30248,8922,26
30248,31727,26
30248,17694,26
30248,1659,25
30248,8938,25
30248,13794,25
30248,10094,24
30248,27472,23
30248,22977,22
30248,17689,22
30248,21256,22
30248,32623,21
30248,5090,21
30248,6604,21
30248,11855,21
30248,32339,21
30248,3392,20
30248,8517,20
30248,12940,20
30248,11370,19
30248,26897,19
30248,26771,19
30248,22979,19
30248,2605,19
30248,22689,18
30248,26837,18
30248,1540,18
30248,26816,18
30248,4055,18
30248,29190,18
30248,18459,18
30248,24960,17
30248,11550,17
30248,14064,17
30248,23037,17
30248,25148,17
30248,22944,17
30248,10729,17
30248,27975,17
30248,13141,17
30248,31417,17
30248,22991,17
30248,28751,16
30248,27535,15
30248,30521,15
30248,25147,15
30248,21815,15
30248,31719,15
30248,27203,15
30248,6602,15
30259,30574,3019
30259,31617,1474
30259,11305,785
30259,22973,649
30259,11557,490
30259,31745,464
30259,17191,349
30259,8717,293
30259,32623,284
30259,11743,221
30259,18886,210
30259,29848,198
30259,9277,196
30259,27199,180
30259,29011,159
30259,26138,157
30259,22743,153
30259,31723,152
30259,22983,149
30259,9221,114
30259,5207,102
30259,32345,95
30259,20939,76
30259,24826,75
30259,17213,70
30259,3389,68
30259,11124,68
30259,14821,66
30259,14714,61
30259,1642,60
30259,31417,59
30259,18045,56
30259,26785,54
30259,10197,52
30259,31614,51
30259,32609,49
30259,10210,46
30259,3371,44
30259,3392,43
30259,14006,39
30259,22977,35
30259,27613,34
30259,11590,33
30259,27473,32
30259,10491,31
30259,11370,29
30259,11550,29
30259,22753,27
30259,30521,27
30259,29849,27
30259,14004,27
30259,20774,26
30259,26897,26
30259,11388,25
30259,8055,23
30259,31756,23
30259,14064,22
30259,26771,22
30259,8938,22
30259,9263,22
30259,32341,22
30259,24960,21
30259,3379,21
30259,3377,21
30259,22689,20
30259,3358,20
30259,11136,20
30259,10094,19
30259,32631,19
30259,24827,19
30259,25147,18
30259,22944,18
30259,20287,18
30259,25765,17
30259,15169,17
30259,20849,17
30259,10093,17
30259,2519,17
30259,11376,17
30259,11366,17
30259,23796,17
30259,22991,17
30259,22979,17
30259,32339,17
30259,1128,16
30259,25150,16
30259,23037,16
30259,25822,16
30259,22987,16
30259,14715,16
30259,26842,15
30259,25148,15
30259,1659,15
30259,21815,15
30259,23798,15
30259,24817,15
30259,1540,14
30259,13962,14
30259,11130,14
30259,23689,14
30260,30574,7574
30260,31617,832
30260,11305,807
30260,22973,660
30260,31745,467
30260,17191,347
30260,32623,295
30260,11557,265
30260,11743,221
30260,29848,195
30260,27199,193
30260,9277,175
30260,29011,167
30260,26138,166
30260,8717,156
30260,22743,148
30260,22983,141
30260,18886,132
30260,9221,113
30260,32345,105
30260,5207,95
30260,3389,75
30260,17213,74
30260,31723,74
30260,1642,72
30260,24826,72
30260,20939,67
30260,11124,63
30260,10197,61
30260,14821,61
30260,14714,59
30260,18045,58
30260,3392,53
30260,26785,52
30260,10210,51
30260,31614,51
30260,3371,47
30260,32609,47
30260,14006,41
30260,27613,39
30260,22977,38
30260,27473,34
30260,24960,30
30260,11550,30
30260,10491,30
30260,20774,29
30260,26897,27
30260,30521,27
30260,3358,27
30260,22753,26
30260,11370,26
30260,11388,26
30260,11136,26
30260,29849,26
30260,22944,25
30260,20287,24
30260,31756,24
30260,11590,23
30260,26771,23
30260,32341,23
30260,14004,23
30260,8055,22
30260,9263,21
30260,11130,21
30260,14064,20
30260,8938,20
30260,22979,20
30260,24827,20
30260,22689,19
30260,25147,19
30260,11366,19
30260,31417,19
30260,23689,19
30260,25765,18
30260,23037,18
30260,10094,18
30260,1659,18
30260,22991,18
30260,32339,18
30260,14715,18
30260,26842,17
30260,10093,17
30260,25149,17
30260,21815,17
30260,27611,17
30260,22987,17
30260,32631,17
30260,20849,16
30260,3379,16
30260,6750,16
30260,24817,16
30260,25150,15
30260,25148,15
30260,2519,15
30260,11376,15
30260,23796,15
30260,23798,15
30260,32626,15
30260,31629,15
30260,1540,14
30262,31617,1821
30262,30574,1334
30262,11305,974
30262,22973,781
30262,31745,555
30262,8717,505
30262,11557,499
30262,17191,360
30262,32623,327
30262,11743,263
30262,18886,262
30262,27199,243
30262,9277,212
30262,29011,211
30262,29848,201
30262,26138,186
30262,31723,184
30262,22743,163
30262,22983,159
30262,9221,126
30262,20939,117
30262,17213,113
30262,5207,107
30262,3389,99
30262,1642,92
30262,11124,80
30262,24826,78
30262,32345,77
30262,26785,71
30262,14821,70
30262,3392,68
30262,18045,67
30262,14714,67
30262,10197,61
30262,14006,59
30262,10210,53
30262,31417,53
30262,32609,53
30262,3371,47
30262,22977,44
30262,31614,42
30262,27613,42
30262,11388,40
30262,3358,39
30262,27473,35
30262,11590,33
30262,20774,32
30262,11370,32
30262,22689,30
30262,10491,30
30262,24960,29
30262,11550,29
30262,22944,28
30262,31756,28
30262,22753,27
30262,30521,27
30262,11136,27
30262,29849,27
30262,10093,26
30262,20287,26
30262,11366,26
30262,25765,25
30262,15169,25
30262,20849,25
30262,26897,25
30262,3377,25
30262,1659,25
30262,22991,25
30262,8055,24
30262,21815,24
30262,8938,24
30262,11130,24
30262,22979,24
30262,3379,23
30262,26771,22
30262,25147,21
30262,25148,21
30262,2519,21
30262,9263,21
30262,23796,21
30262,23037,20
30262,8517,20
30262,32631,20
30262,14004,20
30262,14064,19
30262,24996,19
30262,10094,19
30262,5481,19
30262,615,18
30262,25150,18
30262,32586,18
30262,18051,18
30262,6750,18
30262,23798,18
30262,23689,18
30262,29076,17
30262,1078,17
30262,25146,17
30262,8066,17
30262,22987,17
30263,30574,10140
30263,31617,1674
30263,11305,916
30263,22973,732
30263,11557,554
30263,31745,514
30263,17191,345
30263,32623,298
30263,11743,240
30263,18886,234
30263,27199,212
30263,29848,206
30263,26138,200
30263,29011,196
30263,9277,196
30263,31723,166
30263,22983,163
30263,8717,157
30263,22743,152
30263,9221,120
30263,5207,106
30263,20939,90
30263,32345,89
30263,17213,86
30263,1642,84
30263,3389,78
30263,11124,77
30263,14821,72
30263,24826,71
30263,14714,66
30263,10197,61
30263,26785,58
30263,3392,58
30263,18045,58
30263,14006,56
30263,32609,53
30263,10210,46
30263,31417,45
30263,22977,41
30263,3371,40
30263,31614,40
30263,27613,40
30263,3358,34
30263,11388,34
30263,27473,32
30263,10491,32
30263,11370,31
30263,11590,29
30263,24960,29
30263,11550,29
30263,22753,27
30263,29849,27
30263,20774,26
30263,11136,26
30263,15169,25
30263,22689,25
30263,22944,25
30263,20287,25
30263,9263,25
30263,11366,25
30263,26771,24
30263,23796,24
30263,14004,24
30263,26897,23
30263,30521,23
30263,14064,23
30263,3377,23
30263,31756,23
30263,22991,23
30263,25765,22
30263,10093,22
30263,3379,21
30263,10094,21
30263,22979,21
30263,8938,20
30263,20849,19
30263,25147,19
30263,24996,19
30263,2519,19
30263,21815,19
30263,23689,19
30263,23037,18
30263,1078,18
30263,8066,18
30263,24827,18
30263,26842,17
30263,25148,17
30263,1659,17
30263,23798,17
30263,22987,17
30263,14715,17
30263,1128,16
30263,5090,16
30263,8055,16
30263,25822,16
30263,11130,16
30263,32341,16
30263,13037,16
30263,29076,15
30263,31618,15
30264,30574,22003
30264,31617,2610
30264,11305,1807
30264,22973,1357
30264,31745,924
30264,11557,910
30264,8717,666
30264,32623,585
30264,27199,464
30264,11743,451
30264,18886,449
30264,17191,405
30264,29011,350
30264,22983,296
30264,17213,281
30264,9277,274
30264,31723,264
30264,26138,262
30264,22743,259
30264,29848,224
30264,5207,198
30264,1642,177
30264,20939,169
30264,9221,159
30264,3389,133
30264,10197,125
30264,14821,116
30264,32345,110
30264,11124,110
30264,26785,107
30264,9638,100
30264,18045,99
30264,31614,98
30264,3392,93
30264,10210,92
30264,31417,89
30264,12035,87
30264,24826,80
30264,32609,79
30264,3371,73
30264,19524,63
30264,14714,59
30264,22977,56
30264,21815,54
30264,31756,54
30264,11550,53
30264,23796,53
30264,11130,53
30264,8055,51
30264,11370,50
30264,27613,49
30264,26771,47
30264,9477,47
30264,11388,47
30264,15169,46
30264,32586,46
30264,11366,46
30264,27473,46
30264,22753,45
30264,30521,45
30264,3358,45
30264,14006,45
30264,20774,44
30264,10093,44
30264,1659,44
30264,11590,43
30264,1416,43
30264,26897,42
30264,22689,41
30264,24960,40
30264,11136,40
30264,22979,40
30264,23037,37
30264,1540,37
30264,22944,35
30264,20287,35
30264,3379,34
30264,25148,34
30264,547,34
30264,14064,33
30264,25822,33
30264,9263,33
30264,3377,32
30264,10094,32
30264,25146,31
30264,8938,31
30264,14004,31
30264,32617,31
30264,9484,30
30264,26837,30
30264,22991,30
30264,20849,29
30264,25147,29
30264,8517,29
30264,25149,29
30264,6750,29
30264,25150,28
30264,26842,28
30264,10491,28
30264,32631,28
30271,30574,7211
30271,31617,758
30271,31745,722
30271,22973,656
30271,11305,514
30271,2602,437
30271,17694,377
30271,26138,318
30271,22983,306
30271,8717,299
30271,31723,290
30271,11557,230
30271,14821,227
30271,11743,216
30271,27199,214
30271,29011,159
30271,22743,146
30271,10825,131
30271,5207,126
30271,9221,110
30271,32345,110
30271,1642,103
30271,2603,103
30271,27613,100
30271,27473,89
30271,20939,74
30271,2604,73
30271,18886,66
30271,10817,52
30271,33268,51
30271,2600,48
30271,17213,45
30271,18045,43
30271,10197,42
30271,15169,40
30271,10210,40
30271,4751,39
30271,20774,38
30271,31756,37
30271,26785,35
30271,23796,34
30271,13888,33
30271,3389,30
30271,22753,29
30271,8922,28
30271,13890,28
30271,20849,26
30271,27611,26
30271,17692,26
30271,22173,25
30271,1659,24
30271,11388,24
30271,32341,24
30271,26771,23
30271,8938,23
30271,31727,23
30271,17689,23
30271,3392,22
30271,5090,22
30271,8517,22
30271,13794,22
30271,6604,22
30271,11855,22
30271,14064,21
30271,12940,21
30271,32339,21
30271,27186,21
30271,20666,21
30271,8553,21
30271,1795,21
30271,2605,21
30271,8055,20
30271,22977,20
30271,27472,20
30271,28826,20
30271,24960,19
30271,18459,19
30271,26897,18
30271,10094,18
30271,26816,18
30271,27975,18
30271,3371,17
30271,11550,17
30271,30521,17
30271,28751,17
30271,13141,17
30271,22979,17
30271,21256,17
30271,11370,16
30271,6122,16
30271,32623,15
30271,1540,15
30271,22944,15
30271,31417,15
30271,31732,15
30271,27203,15
30271,6602,15
30271,25148,14
30271,31719,14
30271,19775,14
30273,30574,7629
30273,31617,1170
30273,31745,1057
30273,22973,909
30273,11305,873
30273,31723,482
30273,26138,413
30273,22983,407
30273,14821,387
30273,17694,344
30273,27199,324
30273,11743,314
30273,11557,303
30273,29011,265
30273,8717,263
30273,32345,206
30273,20939,199
30273,22743,195
30273,5207,163
30273,1642,148
30273,27613,144
30273,9221,134
30273,2603,131
30273,2602,123
30273,27473,117
30273,33268,97
30273,18886,93
30273,2604,88
30273,17693,68
30273,10825,66
30273,2600,64
30273,26785,63
30273,31756,63
30273,3389,58
30273,10197,55
30273,17213,54
30273,23796,54
30273,32341,54
30273,18045,53
30273,20774,46
30273,4751,46
30273,13888,45
30273,22753,44
30273,15169,44
30273,32623,43
30273,10210,42
30273,31614,40
30273,17692,40
30273,31727,38
30273,8517,35
30273,3392,34
30273,27611,34
30273,9336,33
30273,1659,33
30273,13794,33
30273,32686,32
30273,3371,31
30273,8055,30
30273,22944,30
30273,31417,30
30273,27472,30
30273,22977,29
30273,1540,28
30273,26771,28
30273,32339,28
30273,17689,28
30273,20849,27
30273,25147,27
30273,8938,27
30273,22979,27
30273,26897,26
30273,11370,25
30273,22173,25
30273,27927,25
30273,31732,25
30273,4665,25
30273,5090,24
30273,14064,24
30273,18459,24
30273,25146,23
30273,10817,23
30273,13890,23
30273,23037,22
30273,10094,22
30273,26816,22
30273,11366,22
30273,22034,21
30273,29076,21
30273,6122,21
30273,12940,20
30273,11388,20
30273,2605,20
30273,21256,20
30273,11550,19
30273,30358,19
30273,31624,19
30273,27470,19
30273,11590,18
30273,24995,18
30273,8922,18
30274,30574,10487
30274,31617,1257
30274,31745,1122
30274,22973,990
30274,11305,946
30274,2602,514
30274,31723,488
30274,14821,423
30274,26138,421
30274,17694,406
30274,22983,403
30274,11557,393
30274,11743,340
30274,8717,335
30274,27199,327
30274,29011,245
30274,22743,196
30274,20939,196
30274,32345,166
30274,1642,154
30274,5207,149
30274,9221,123
30274,2603,121
30274,27613,120
30274,33268,112
30274,27473,112
30274,18886,88
30274,2604,86
30274,3389,67
30274,18045,63
30274,26785,62
30274,10825,60
30274,17213,57
30274,10197,55
30274,8055,52
30274,31756,49
30274,10210,48
30274,23796,48
30274,2600,48
30274,15169,44
30274,13794,43
30274,32341,43
30274,20774,42
30274,3392,40
30274,1659,39
30274,8517,38
30274,13888,38
30274,4751,38
30274,22753,36
30274,9336,36
30274,31727,36
30274,3371,35
30274,1540,35
30274,13890,35
30274,8922,34
30274,27611,34
30274,17692,34
30274,30358,33
30274,22977,33
30274,22944,32
30274,32623,31
30274,8938,31
30274,11388,31
30274,26897,30
30274,31614,30
30274,17689,30
30274,20849,29
30274,11366,28
30274,11370,27
30274,26771,27
30274,32686,27
30274,25146,27
30274,22173,27
30274,22979,27
30274,4665,27
30274,31417,26
30274,32339,26
30274,24960,25
30274,25147,25
30274,27472,25
30274,5090,24
30274,22689,24
30274,1078,24
30274,26816,24
30274,29076,23
30274,12940,23
30274,27927,23
30274,14064,22
30274,10094,22
30274,11855,22
30274,22992,22
30274,11590,21
30274,22034,21
30274,11550,21
30274,23037,21
30274,26837,21
30274,6604,21
30274,2605,21
30274,21256,21
30274,29386,21
30281,30574,37246
30281,31617,1909
30281,31745,1807
30281,11305,1551
30281,22973,1485
30281,8717,950
30281,11557,843
30281,31723,728
30281,14821,652
30281,26138,646
30281,22983,596
30281,11743,572
30281,2602,547
30281,27199,502
30281,17694,438
30281,29011,369
30281,20939,341
30281,22743,285
30281,1642,259
30281,5207,245
30281,33268,184
30281,32345,166
30281,9221,152
30281,27613,133
30281,2603,130
30281,18045,125
30281,18886,122
30281,27473,112
30281,26785,111
30281,3389,107
30281,17213,104
30281,10197,97
30281,2604,95
30281,31756,94
30281,23796,93
30281,3392,88
30281,31701,80
30281,10210,76
30281,15169,73
30281,12035,73
30281,10825,72
30281,1659,67
30281,13794,67
30281,3371,66
30281,22977,60
30281,8517,57
30281,8055,54
30281,20774,53
30281,22753,51
30281,8938,51
30281,24960,48
30281,30358,48
30281,20849,47
30281,13888,47
30281,1540,46
30281,11366,46
30281,31727,46
30281,2600,46
30281,9638,45
30281,11590,44
30281,32586,43
30281,9477,43
30281,25146,43
30281,26897,41
30281,29076,41
30281,30521,40
30281,31614,40
30281,1416,39
30281,11388,39
30281,32341,39
30281,22979,39
30281,22944,38
30281,21815,38
30281,547,37
30281,27611,37
30281,13890,37
30281,11370,36
30281,25147,36
30281,25148,36
30281,11550,35
30281,31417,35
30281,17692,35
30281,26771,34
30281,31732,34
30281,4751,34
30281,22034,33
30281,14064,33
30281,8922,33
30281,17689,33
30281,19524,32
30281,29190,32
30281,5090,31
30281,10094,31
30281,3379,30
30281,25822,30
30281,33262,30
30281,25765,29
30281,27535,29
30281,3377,29
30281,26163,29
30324,30574,10941
30324,33114,1110
30324,11305,944
30324,11557,655
30324,32989,564
30324,32345,463
30324,22973,462
30324,26138,460
30324,31617,263
30324,5207,207
30324,29011,204
30324,11743,192
30324,8717,165
30324,22743,157
30324,22983,156
30324,29452,144
30324,14821,117
30324,32341,107
30324,27473,86
30324,33009,76
30324,33012,62
30324,27613,61
30324,18045,58
30324,32676,49
30324,22753,47
30324,9221,40
30324,20849,39
30324,29464,37
30324,26785,35
30324,32996,35
30324,28525,35
30324,15169,33
30324,30521,33
30324,27535,31
30324,20774,28
30324,33124,28
30324,31745,28
30324,14370,28
30324,3885,28
30324,11590,26
30324,11370,26
30324,33153,26
30324,7852,24
30324,2669,24
30324,33023,23
30324,25765,22
30324,11505,22
30324,32586,22
30324,24960,20
30324,2104,20
30324,18640,20
30324,19524,20
30324,33035,20
30324,18886,19
30324,6828,19
30324,11366,19
30324,33045,19
30324,11497,18
30324,10197,18
30324,8055,18
30324,29457,18
30324,31723,18
30324,28532,18
30324,32339,18
30324,33113,17
30324,5036,17
30324,28528,17
30324,33121,17
30324,1691,16
30324,22034,16
30324,25822,16
30324,27472,16
30324,32344,16
30324,33165,15
30324,10210,15
30324,33138,15
30324,31749,15
30324,5090,14
30324,22689,14
30324,26897,14
30324,6838,14
30324,1642,14
30324,5404,14
30324,8922,14
30324,25146,14
30324,27470,14
30324,20824,13
30324,21989,13
30324,14064,13
30324,25149,13
30324,22944,13
30324,25145,13
30324,23796,13
30324,3371,12
30324,27556,12
30324,1078,12
30324,18668,12
30324,20125,12
30324,29492,12
30324,31614,12
30334,30574,6894
30334,11305,899
30334,11557,535
30334,33114,462
30334,32989,240
30334,26138,230
30334,22973,120
30334,27199,104
30334,27473,100
30334,5207,81
30334,11743,76
30334,22743,63
30334,33009,57
30334,8717,56
30334,27613,56
30334,18886,55
30334,29452,54
30334,29011,54
30334,2262,37
30334,14361,36
30334,22983,35
